Doc ID,Filer Name,Member Name,State,District,Year,Destination,Filing Type,Departure Date,Return Date,Travel Sponsor
500015087,Karen Bass,"Bass, Karen",CA,37,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015088,Reginald McCrimmon,"Butterfield, G.",NC,1,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerioan National Committee of Solidarity with the Saharawi People"
500015088,Reginald McCrimmon,"Butterfield, G.",NC,1,2016,"Tindouf, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerioan National Committee of Solidarity with the Saharawi People"
500015089,Robin L. Kelly,"Kelly, Robin",IL,2,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015090,Gwen Moore,"Moore, Gwen",WI,4,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015091,Stacey E. Plaskett,"Plaskett, Stacey",VI,0,2016,"Atlanta, Georgia",Original,1/21/2016,1/24/2016,Trumpet Awards Foundation
500015092,Brian MacDonald,"Walden, Greg",OR,2,2016,"Baltimore, MD",Original,1/13/2016,1/15/2016,The Congressional Institute
500015093,Alma S. Adams,"Adams, Alma",NC,12,2016,"Atlanta, GA",Original,1/22/2016,1/25/2016,Trumpet Awards Foundation
500015094,Bonnie Watson Coleman,"Watson Coleman, Bonnie",NJ,12,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015095,Marcia L. Fudge,"Fudge, Marcia",OH,11,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015096,Chris Grieco,"Goodlatte, Bob",VA,6,2016,"Las Vegas, NV",Amendment,1/6/2016,1/8/2016,Consumer Technology Association (formerly known as the Consumer Electronics Association)
500015097,Justin Bryant,"Blum, Rod",IA,1,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015097,Justin Bryant,"Blum, Rod",IA,1,2016,"Tindouf, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015098,Jack Mescher,"Blum, Rod",IA,1,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015098,Jack Mescher,"Blum, Rod",IA,1,2016,"Tindouf, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015100,Scott Graves,"Conaway, K.",TX,11,2016,"Baltimore, MD",Original,1/13/2016,1/15/2016,The Congressional Institute
500015101,Rick May,"Price, Tom",GA,6,2016,"Baltimore, MD",Original,1/13/2016,1/15/2016,The Congressional Institute
500015102,Frederica S. Wilson,"Wilson, Frederica",FL,24,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015103,Jim McDermott,"McDermott, Jim",WA,7,2016,"Tokyo, Japan",Original,1/17/2016,1/22/2016,US-Japan-South Korea Legislative Exchange Program at George Washington University
500015104,Joyce Beatty,"Beatty, Joyce",OH,3,2016,"Atlanta, GA",Original,1/22/2016,1/24/2016,Trumpet Awards Foundation
500015105,Jamila Thompson,"Lewis, John",GA,5,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015105,Jamila Thompson,"Lewis, John",GA,5,2016,"Tindouf, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015106,Opeyemi Abiola Afolayan,"Jackson Lee, Sheila",TX,18,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015106,Opeyemi Abiola Afolayan,"Jackson Lee, Sheila",TX,18,2016,"Tindouf, Algeria",Original,1/14/2016,1/21/2016,"Defense Forum Foundation, Algerian National Committee of Solidarity with the Saharawi People"
500015107,Greta Joynes,"Shimkus, John",IL,15,2016,"Las Vegas, NV",Original,1/6/2016,1/8/2016,Consumer Technology Association (formerly known as the Consumer Electronics Association)
500015108,Joe Wilson,"Wilson, Joe",SC,2,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015109,Trent Kelly,"Kelly, Trent",MS,1,2016,"Washington, DC",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015110,Richard Hudson,"Hudson, Richard",NC,8,2016,"Middleburg, VA",Original,1/27/2016,1/28/2016,The Heritage Foundation
500015111,Mark Meadows,"Meadows, Mark",NC,11,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015112,William Flores,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/28/2016,The Heritage Foundation
500015113,Jessica Harrison,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015114,Jeff Morehouse,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015115,Luke Newgaard,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015116,Steve Chabot,"Chabot, Steve",OH,1,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015117,Matt Buckham,"Jordan, Jim",OH,4,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015118,Andy Harris,"Harris, Andy",MD,1,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015119,Scott Garrett,"Garrett, Scott",NJ,5,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015120,Matthew Dickerson,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015121,Rebekah Armstrong,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015122,Jennifer Weinhart,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015124,Nicholas Rodman,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015125,Glenn Grothman,"Grothman, Glenn",WI,6,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015126,Keenan R. Keller,"Conyers, John",MI,13,2016,"Algiers, Algeria",Original,1/14/2016,1/21/2016,Defense Forum Foundation
500015127,"Earl L. ""Buddy"" Carter","Carter, Earl",GA,1,2016,"Middlburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015128,Dave Brat,"Brat, Dave",VA,7,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015129,Eulice Brandon Garrett,"Kelly, Robin",IL,2,2016,"San Diego, CA",Original,1/8/2016,1/9/2016,National Railroad Construction and Maintenance Association (NRC)
500015130,Andy Barr,"Barr, Andy",KY,6,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015131,Justin Ouimette,"Jordan, Jim",OH,4,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015132,Leslie Tatum,"Kline, John",MN,2,2016,"New York, NY",Original,1/29/2016,1/29/2016,Success Academy Charter Schools
500015133,Emily Slack,"Kline, John",MN,2,2016,"New York, NY",Original,1/29/2016,1/29/2016,Success Academy Charter Schools
500015134,Eric Zulkosky,"Scalise, Steve",LA,1,2016,"Baltimore, MD",Amendment,1/13/2016,1/15/2016,The Congressional Institute
500015135,Rachel Kopec,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015136,Bob Goodlatte,"Goodlatte, Bob",VA,6,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015137,Adrian Smith,"Smith, Adrian",NE,3,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015138,Jim Jordan,"Jordan, Jim",OH,4,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015139,Cyrus Artz,"Foxx, Virginia",NC,5,2016,"New York, NY",Original,1/29/2016,1/29/2016,Success Academy Charter Schools
500015140,Andre Castro,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015141,Jonathan Oehmen,"Flores, Bill",TX,17,2016,"Middleburg, VA",Original,1/27/2016,1/29/2016,The Heritage Foundation
500015142,Richard Kirk McPike,"Takano, Mark",CA,41,2016,"Baltimore, MD",Original,2/4/2016,2/6/2016,Progressive Congress
500015143,Yuri Beckelman,"Takano, Mark",CA,41,2016,"Baltimore, MD",Original,2/4/2016,2/6/2016,Progressive Congress
