,Doc.ID,Filer.Name,Member.Name,State,District,Year,Destination,Filing.Type,Departure.Date,Return.Date,Travel.Sponsor
1,500006929,Austin Scott,"Scott, Austin",GA,8,2012,"Taipei, Taiwan",Original,2012-01-02,2012-01-09,Fu Jen Catholic University
2,500006930,John B. Reising,"Scott, Austin",GA,8,2012,"Taipei, Taiwan",Original,2012-01-02,2012-01-09,Fu Jen Catholic University
3,500006931,Jessica Robertson,"Scott, Austin",GA,8,2012,"Taipei, Taiwan",Original,2012-01-02,2012-01-09,Fu Jen Catholic University
4,500006933,Joseph Sheehy,"Napolitano, Grace",CA,32,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
5,500006937,Angela T. Rye,"Cleaver, Emanuel",MO,5,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-12,Consumer Electronics Association
6,500006938,Joseph Wender,"Markey, Edward J.",MA,5,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
7,500006939,Bobby Cornett,"Franks, Trent",AZ,8,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-11,Consumer Electronics Association
8,500006942,Virgil A. Miller,"Richmond, Cedric",LA,2,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-13,Consumer Electronics Association
9,500006944,David Skillman,"Blumenauer, Earl",OR,3,2012,"Denver, CO",Original,2012-01-11,2012-01-13,Alliance To Save Energy
10,500006945,I. Lanier Avant,"Thompson, Bennie",MS,2,2012,"Las Vegas, NV",Original,2012-01-11,2012-01-13,"Consumer Electronics Association (""CES"")"
11,500006946,Benjamin Staub,"Conyers, John",MI,13,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-11,Consumer Electronics Association
12,500006947,Megan Spindel,"Guthrie, Brett",KY,2,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
13,500006949,Austin Weatherford,"Kinzinger, Adam",IL,16,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-11,Consumer Electronic Association
14,500006950,Brooke Ericson,"Stearns, Cliff",FL,6,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
15,500006951,Joshua Baggett,"Kinzinger, Adam",IL,16,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
16,500006952,"Evan H. Bergwall, III","Stearns, Cliff",FL,6,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
17,500006955,Michael Beckerman,"Upton, Fred",MI,6,2012,"Las Vegas, NV",Original,2012-01-11,2012-01-13,Consumer Electronics Association
18,500006956,Jason Everett,"Conyers, John",MI,13,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-11,Consumer Electronics Association
19,500006958,Philip S. Barnett,"Waxman, Henry A.",CA,33,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
20,500006960,Joel David Grossman,"Eshoo, Anna",CA,18,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
21,500006961,Jacob Oster,"Welch, Peter",VT,0,2012,"Denver, CO",Original,2012-01-11,2012-01-13,Alliance to Save Energy
22,500006962,Jocelyn M. Griffin,"Johnson, Henry",GA,4,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
23,500006963,Norberto Salinas,"Conyers, John",MI,13,2012,"Las Vegas, NV",Original,2012-01-07,2012-01-11,Consumer Electronics Association
24,500006964,Joel David Grossman,"Eshoo, Anna",CA,18,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
25,500006965,Norberto Salinas,"Conyers, John",MI,13,2012,"Las Vegas, NV",Original,2012-01-07,2012-01-11,Consumer Electronics Association
26,500006966,Lee Terry,"Terry, Lee",NE,2,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association (CEA)
27,500006967,Robert Cogan,"Black, Diane",TN,6,2012,"Nashville, TN",Original,2012-01-18,2012-01-21,The Aspen Institute Education and Society Program
28,500006968,Tiffany McGuffee,"Roe, David",TN,1,2012,"Nashville, TN",Original,2012-01-18,2012-01-20,Aspen Institute
29,500006969,Aaron Cutler,"Upton, Fred",MI,6,2012,"Las Vegas, NV",Original,2012-01-11,2012-01-13,Consumer Electronics Association
30,500006970,Terri Glaze,"Eshoo, Anna",CA,18,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
31,500006971,Margaret Tipton,"Blackburn, Marsha",TN,7,2012,"Nashville, TN",Original,2012-01-18,2012-01-22,Aspen Institute Education and Society Program
32,500006984,Eleanor Bastian,"DeGette, Diana",CO,1,2012,"Denver, CO",Original,2012-01-11,2012-01-13,Alliance to Save Energy
33,500006985,Zack Marshall,"Cooper, Jim",TN,5,2012,"Nashville, TN",Original,2012-01-18,2012-01-20,The Aspen Institute Education and Society Program
34,500006986,Bob Filner,"Filner, Bob",CA,51,2012,"Ho Chi Minh City, Vietnam",Original,2012-01-03,2012-01-12,"International Association of Democratic Lawyers and the Vietnam Association of Victims of
 Agent Ora"
35,500006987,Greta H. Joynes,"Shimkus, John",IL,15,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-13,Consumer Electronics Association
36,500006989,Lars S. Hydle,"Towns, Edolphus",NY,10,2012,"Las Vegas, NV",Original,2012-01-10,2012-01-12,Consumer Electronics Association
37,500006990,John Mautz,"Coble, Howard",NC,6,2012,"Las Vegas, NV",Original,2012-01-09,2012-01-12,Consumer Electronics Association
38,500006991,Gary Andres,"Upton, Fred",MI,6,2012,"Baltimore, MD",Original,2012-01-19,2012-01-21,Congressional Institute
